wordnet,wikipedia,source
satellite_transmitter.n.01,Transponder_(satellite_communications),BING
sauce.n.01,sauce,BABELNET
saucepan.n.01,Cookware_and_bakeware,BABELNET
sauerbraten.n.01,sauerbraten,BABELNET
sauna.n.01,sauna,BABELNET
sauvignon_blanc.n.01,Sauvignon_blanc,BABELNET
save.n.01,Sava,BABELNET
savoy_cabbage.n.02,Savoy_cabbage,BING
sawdust.n.01,sawdust,BABELNET
sawhorse.n.01,sawhorse,BABELNET
sax.n.02,saxophone,BABELNET
saxhorn.n.01,saxhorn,BABELNET
saxophonist.n.01,Sexton_(office),BING
say.n.01,Say_(song),BING
scab.n.01,strikebreaker,BABELNET
scaffold.n.01,Scaffolding_(bioinformatics),BING
scald.n.01,Scalding,BING
scale.n.01,Scale,BING
scallop.n.01,crenation,BABELNET
scalp.n.01,scalp,BABELNET
scalpel.n.01,scalpel,BABELNET
scamper.n.01,S.C.A.M.P.E.R,BING
scan.n.02,CT_scan,BABELNET
scandal.n.01,Scandal,BING
scandalization.n.02,Carolingian_empress,BING
scanner.n.02,image_scanner,BABELNET
scapegoat.n.01,whipping_boy,BABELNET
scapula.n.01,scapula,BABELNET
scarcity.n.01,scarcity,BABELNET
scarf_joint.n.01,scarf_joint,BABELNET
scarlet.n.01,scarlet_(color),BABELNET
scatter.n.02,Scatter_plot,BING
scattering.n.03,Scattering,BING
scenery.n.01,theatrical_scenery,BABELNET
scepter.n.02,sceptre,BABELNET
scheme.n.01,strategy,BABELNET
schistosomiasis.n.01,schistosomiasis,BABELNET
schizophrenia.n.01,schizophrenia,BABELNET
schizophrenic.n.01,Schizophrenia,BING
scholar.n.01,scholarly_method,BABELNET
school.n.02,Saarbruecken,BING
school.n.05,First_day_of_school,BING
school_board.n.01,board_of_education,BABELNET
school_bus.n.01,school_bus,BABELNET
school_district.n.01,school_district,BABELNET
school_system.n.01,History_of_education_in_the_United_States,BING
schoolboy.n.01,School_spirit,BING
schoolgirl.n.01,Schoolgirl,FERNANDO
schoolmarm.n.01,Teacher,BING
schooner.n.01,schooner_(glass),BABELNET
sciatic_nerve.n.01,sciatic_nerve,BABELNET
sciatica.n.01,sciatica,BABELNET
science.n.01,science,BABELNET
science_fiction.n.01,science_fiction,BABELNET
scientific_instrument.n.01,Scientific_instrument,FERNANDO
scientific_method.n.01,scientific_method,BABELNET
scientist.n.01,scientist,BABELNET
scimitar.n.01,scimitar,BABELNET
scion.n.01,Scion_(automobile),BING
scissors.n.02,Scissors,BING
sclera.n.01,sclera,BABELNET
scoliosis.n.01,scoliosis,BABELNET
sconce.n.01,Sconce_(fortification),BING
scone.n.01,scone,BABELNET
scope.n.01,range_(music),BABELNET
scorch.n.01,Singe,FERNANDO
score.n.08,Score_(sport),BING
scoreboard.n.01,Scoreboard,FERNANDO
scorpion.n.03,scorpion,BABELNET
scorpionfish.n.01,Scorpaenidae,BING
scourge.n.01,scourge,BABELNET
scrap_metal.n.01,Scrap_Metal,FERNANDO
scrape.n.01,Scrap,BING
scratch.n.10,Scratch_(programming_language),BING
screen.n.04,Screen_printing,BING
screenwriter.n.01,screenwriter,BABELNET
screwdriver.n.01,screwdriver,BABELNET
scribble.n.02,doodle,BABELNET
script.n.01,musical_theatre,BABELNET
scrotum.n.01,scrotum,BABELNET
scrub.n.01,Scrubs_(clothing),BING
scrub_brush.n.01,scrubber_(brush),BABELNET
scruple.n.02,Scruple_(unit),BING
scuba_diver.n.01,Scuba_diving,BING
scuba_diving.n.01,scuba_diving,BABELNET
scud.n.01,Scud,FERNANDO
scull.n.01,Skull,BING
sculptor.n.01,Sculptor_(constellation),BING
sculpture.n.02,carving,BABELNET
scurvy.n.01,scurvy,BABELNET
sea.n.01,sea,BABELNET
sea_anemone.n.01,sea_anemone,BABELNET
sea_bass.n.01,Sea_bass,FERNANDO
sea_cucumber.n.01,sea_cucumber,BABELNET
sea_lion.n.01,sea_lion,BABELNET
sea_otter.n.01,sea_otter,BABELNET
sea_slug.n.01,sea_slug,BABELNET
sea_squirt.n.01,Ascidiacea,BABELNET
sea_trout.n.01,Sea_trout,BING
sea_turtle.n.01,sea_turtle,BABELNET
sea_urchin.n.01,sea_urchin,BABELNET
seaborgium.n.01,seaborgium,BABELNET
seafood.n.01,seafood,BABELNET
seahorse.n.02,seahorse,BABELNET
seal.n.09,Pinniped,BING
seamount.n.01,seamount,BABELNET
seance.n.01,séance,BABELNET
seaport.n.01,harbor,BABELNET
search.n.01,Search_engine_results_page,BING
search_engine.n.01,Web_search_engine,BABELNET
search_warrant.n.01,search_warrant,BABELNET
searchlight.n.01,searchlight,BABELNET
seashell.n.01,seashell,BABELNET
seashore.n.01,coast,BABELNET
season.n.02,season,BABELNET
seat_belt.n.01,seat_belt,BABELNET
seating.n.01,Seating,FERNANDO
seawater.n.01,seawater,BABELNET
seaweed.n.01,seaweed,BABELNET
sebaceous_gland.n.01,sebaceous_gland,BABELNET
secession.n.01,secession_(art),BABELNET
second_joint.n.01,Thigh,FERNANDO
secondary_school.n.01,gymnasium_(school),BABELNET
secrecy.n.01,Secrecy,FERNANDO
secretariat.n.01,Secretariat_(administrative_office),BING
secretary.n.01,secretary,BABELNET
secretary.n.04,writing_table,BABELNET
sector.n.03,Sector,BING
security_system.n.02,Security_alarm,BABELNET
sedan.n.01,sedan_(automobile),BABELNET
sedative.n.01,downer_(animal),BABELNET
sediment.n.01,sediment,BABELNET
seduction.n.02,conquest_(military),BABELNET
sedum.n.01,sedum,BABELNET
see.n.01,Episcopal_see,BABELNET
seedling.n.01,seedling,BABELNET
seeing_eye_dog.n.01,Guide_dog,BING
seek.n.01,Seek_Limited,BING
seeker.n.01,Seekers_(novel_series),BING
seesaw.n.01,teeterboard,BABELNET
segregate.n.01,Chromosome_segregation,BING
segregation.n.02,separatism,BABELNET
seine.n.02,seine_fishing,BABELNET
seizure.n.01,raptus,BABELNET
selenium.n.01,selenium,BABELNET
self-control.n.02,self-control,BABELNET
self.n.01,Self,BING
selfishness.n.01,selfishness,BABELNET
sell.n.01,Sales,BING
seller.n.01,vendor,BABELNET
selling.n.01,merchandising,BABELNET
sellout.n.01,Selling_out,BING
semaphore.n.01,Flag_semaphore,BABELNET
semen.n.01,semen,BABELNET
semester.n.01,Tera_Term,BING
semicircle.n.01,semicircle,BABELNET
semiconductor_device.n.01,Semiconductor_device,FERNANDO
seminal_vesicle.n.01,seminal_vesicle,BABELNET
seminar.n.01,Seminar,FERNANDO
seminary.n.01,Seminary,FERNANDO
semitrailer.n.01,semi-trailer,BABELNET
sen.n.01,United_States_Senate,BING
senate.n.01,senate,BABELNET
senator.n.01,Senate_(France),BABELNET
sender.n.01,Sander,BING
senega.n.02,Senega,FERNANDO
senior_high_school.n.01,High_school_(North_America),BABELNET
sense.n.03,sensation_(psychology),BABELNET
sensitivity.n.01,Sensibility,FERNANDO
sepal.n.01,sepal,BABELNET
separation.n.02,Legal_separation,BING
septic_tank.n.01,septic_tank,BABELNET
sequence.n.02,Sequence_(musical_form),BING
serial_killer.n.01,serial_killer,BABELNET
series.n.03,serial_(literature),BABELNET
serine.n.01,serine,BABELNET
seriousness.n.03,seriousness,BABELNET
serjeant-at-law.n.01,serjeant-at-law,BABELNET
sermon.n.01,sermon,BABELNET
serotonin.n.01,serotonin,BABELNET
serratia_marcescens.n.01,Serratia_marcescens,BABELNET
sertraline.n.01,sertraline,BABELNET
serval.n.01,serval,BABELNET
servant.n.01,domestic_worker,BABELNET
serve.n.01,serve_(tennis),BABELNET
service.n.03,Divine_service,FERNANDO
service_line.n.01,Wide_Area_Telephone_Service,BING
service_station.n.01,Motorway_service_area,BING
serving_cart.n.01,Champ_Car,BING
sesame_seed.n.01,Sesame,BING
set.n.05,Set_(game),BING
setting.n.02,Setting,BING
settle.n.01,settle_(furniture),BABELNET
seven.n.01,7_(number),BABELNET
severity.n.04,Severity,BING
sewage.n.01,sewage,BABELNET
sewer.n.01,sewerage,BABELNET
sewing.n.01,Sewing,FERNANDO
sewing_machine.n.01,sewing_machine,BABELNET
sexism.n.01,sexism,BABELNET
sext.n.01,sext,BABELNET
sextant.n.01,Sextant,FERNANDO
sexual_activity.n.01,human_sexual_activity,BABELNET
sexual_arousal.n.01,sexual_arousal,BABELNET
sexual_assault.n.01,sexual_assault,BABELNET
sexual_harassment.n.01,sexual_harassment,BABELNET
sexual_intercourse.n.01,sexual_intercourse,BABELNET
sexual_love.n.02,human_sexual_activity,BABELNET
sexual_reproduction.n.01,sexual_reproduction,BABELNET
shackle.n.01,Shackle,BING
shad.n.01,Shad,FERNANDO
shaker.n.01,Shaker_gene,BING
shallot.n.02,shallot,BABELNET
shaman.n.01,Shamanism,BING
shamanism.n.02,shamanism,BABELNET
shamble.n.01,The_Shambles,BING
shame.n.02,shame,BABELNET
shampoo.n.01,shampoo,BABELNET
shank.n.03,Shank_(footwear),BING
shape.n.01,Form,FERNANDO
shard.n.01,sherd,BABELNET
share.n.01,Share_(finance),BING
shark.n.01,shark,BABELNET
shave.n.01,shaving,BABELNET
shaver.n.03,electric_razor,BABELNET
shaving_cream.n.01,shaving_soap,BABELNET
shear.n.01,Shear_mapping,BABELNET
shed.n.01,shed,BABELNET
sheep.n.01,sheep,BABELNET
sheepherder.n.01,shepherd,BABELNET
sheepskin_coat.n.01,Shearling_coat,BABELNET
sheet.n.07,shroud_(sailing),BABELNET
sheet_metal.n.01,sheet_metal,BABELNET
shell.n.08,Panaga,BING
shellac.n.02,Shellac,FERNANDO
shepherd.n.01,Shepherd,FERNANDO
sheriff.n.01,Sheriffs_in_the_United_States,BABELNET
shetland_sheepdog.n.01,Shetland_Sheepdog,BABELNET
shigella.n.01,shigella,BABELNET
shimmer.n.01,Shimmer_(comics),BING
shiner.n.01,black_eye,BABELNET
shingle.n.01,Wood_shingle,BABELNET
shingling.n.01,Shingling,FERNANDO
shining.n.01,The_Shining_(film),BING
ship.n.01,ship,BABELNET
shipper.n.01,Shipping_agency,BING
shipping.n.02,Merchant_navy,BABELNET
shipping_company.n.01,Shipping_agency,BING
shipwreck.n.03,Shipwrecking,BABELNET
shire.n.02,shire_horse,BABELNET
shirt.n.01,shirt,BABELNET
shirttail.n.01,Shirt_Tales,BING
shock_absorber.n.01,shock_absorber,BABELNET
shoe_shop.n.01,shoe_store,BABELNET
shoelace.n.01,Shoelaces,BABELNET
shoot.n.01,shoot,BABELNET
shooting.n.01,Shootfighting,BING
shop.n.01,St._Louis_Mercantile_Library,BING
shopkeeper.n.01,shopkeeper,BABELNET
shoplifting.n.01,shrinkage_(accounting),BABELNET
shopper.n.01,Shopper_marketing,BING
shopping.n.01,shopping,BABELNET
shopping_bag.n.01,shopping_bag,BABELNET
shopping_basket.n.01,Shopping_cart,BING
shopping_cart.n.01,shopping_cart,BABELNET
shore.n.02,Shore,FERNANDO
shoreline.n.01,Lake_of_the_Ozarks,BING
short_circuit.n.01,short_circuit,BABELNET
short_pants.n.01,trunks_(clothing),BABELNET
short_ton.n.01,Short_ton,FERNANDO
shortbread.n.01,shortbread,BABELNET
shortcut.n.01,cutoff_(physics),BABELNET
shortening.n.01,shortening,BABELNET
shortstop.n.02,shortstop,BABELNET
shot.n.09,Lead_shot,BING
shot_glass.n.01,shot_glass,BABELNET
shot_put.n.01,shot_put,BABELNET
shotgun.n.01,shotgun,BABELNET
shoulder.n.03,shoulder_joint,BABELNET
shoulder_bag.n.01,Shoulder_bag,BING
shoulder_pad.n.01,Shoulder_pads,BABELNET
shove.n.01,Shove-it,BING
show-stopper.n.01,Show_Stopper,BING
shower.n.04,Shower,BING
shower_curtain.n.01,Shower-curtain_effect,BING
shower_stall.n.01,Sunshower_(commercial_product),BING
showroom.n.01,showroom,BABELNET
shredder.n.01,Shredder_(Teenage_Mutant_Ninja_Turtles),BING
shrew.n.01,Shrew,BING
shrimp.n.03,shrimp,BABELNET
shrinking.n.01,Shrinkage_(statistics),BING
shrub.n.01,shrub,BABELNET
shtik.n.01,Shtick,FERNANDO
shuffle.n.01,shuffling,BABELNET
shunt.n.02,Shunt_(electrical),BING
shutter.n.01,shutter_(photography),BABELNET
shy.n.01,Soft_hyphen,BING
siamese.n.03,siamese_connection,BABELNET
siamese_cat.n.01,Siamese_cat,BABELNET
siberian_husky.n.01,Siberian_Husky,FERNANDO
sibling.n.01,sibling,BABELNET
sick.n.01,Sick_leave,BING
sick_person.n.01,Anointing_of_the_Sick,BING
side-blotched_lizard.n.01,side-blotched_lizard,BABELNET
side_dish.n.01,side_dish,BABELNET
siderite.n.01,siderite,BABELNET
sideshow.n.01,Sideshow,FERNANDO
sidewalk.n.01,sidewalk,BABELNET
siding.n.01,siding_(rail),BABELNET
sieve.n.01,sieve,BABELNET
sigh.n.01,Sikh,BING
sight.n.03,Sight_word,BING
sigmoid_colon.n.01,sigmoid_colon,BABELNET
sign_language.n.01,sign_language,BABELNET
sign_of_the_zodiac.n.01,house_(astrology),BABELNET
signal.n.01,signaling_(telecommunications),BABELNET
signature.n.03,Theme_music,BABELNET
signpost.n.01,traffic_sign,BABELNET
sildenafil.n.01,sildenafil,BABELNET
silencer.n.02,muffler,BABELNET
silhouette.n.01,Silhouette,FERNANDO
silica.n.01,silicon_dioxide,BABELNET
silicon.n.01,silicon,BABELNET
silicon_carbide.n.01,silicon_carbide,BABELNET
silicone.n.01,silicone,BABELNET
silicosis.n.01,silicosis,BABELNET
silk.n.01,silk,BABELNET
sill.n.01,Sill_(geology),BING
silo.n.01,silo,BABELNET
silt.n.01,silt,BABELNET
silver_bromide.n.01,silver_bromide,BABELNET
silver_chloride.n.01,Silver_chloride,FERNANDO
silver_dollar.n.01,Silver_dollar,BING
silver_hake.n.01,silver_hake,BABELNET
silver_nitrate.n.01,Silver_nitrate,FERNANDO
silver_wattle.n.01,Acacia_dealbata,BABELNET
silverfish.n.01,silverfish,BABELNET
silversmith.n.01,silversmith,BABELNET
silverware.n.01,Household_silver,BABELNET
simile.n.01,simile,BABELNET
simony.n.01,simony,BABELNET
simpleton.n.01,Simpleton,BABELNET
sin.n.01,sin,BABELNET
singer.n.01,Singing,BING
singlet.n.01,undershirt,BABELNET
singular.n.01,Singular_function,BING
singularity.n.01,Singularity,BING
sinking.n.03,Sinking_(metalworking),BING
sinusitis.n.01,sinusitis,BABELNET
siphon.n.01,siphon,BABELNET
sisal.n.01,sisal,BABELNET
sisterhood.n.01,The_Sisterhood_(gothic_rock_band),BING
situation_comedy.n.01,sitcom,BABELNET
six.n.01,6_(number),BABELNET
sixteen.n.01,16_(number),BABELNET
sixty.n.01,60_(number),BABELNET
size.n.03,sizing,BABELNET
sizzle.n.01,Sizzlean,BING
skate.n.01,Skate,FERNANDO
skateboard.n.01,skateboard,BABELNET
skateboarder.n.01,Skateboarding,BING
skateboarding.n.01,skateboarding,BABELNET
skater.n.01,Figure_skating,BING
skating.n.01,Ice_skating,BING
skeletal_system.n.01,skeleton,BABELNET
skeleton_key.n.01,skeleton_key,BABELNET
skeptic.n.01,Skepticism,BING
sketch.n.03,Sketch_(software),BING
ski.n.01,ski,BABELNET
ski_jump.n.01,Ski_jumping,BING
ski_pole.n.01,ski_pole,BABELNET
ski_slope.n.01,Piste,BING
ski_tow.n.01,ski_lift,BABELNET
skibob.n.01,skibobbing,BABELNET
skidder.n.01,Skidder,BING
skier.n.01,Ski_patrol,BING
skiing.n.01,skiing,BABELNET
skill.n.01,skill,BABELNET
skim.n.02,Skimmed_milk,BING
skim_milk.n.01,skimmed_milk,BABELNET
skin.n.01,tegument_(helminth),BABELNET
skin_cancer.n.01,skin_cancer,BABELNET
skin_cell.n.01,Somatic_cell,BING
skin_disease.n.01,cutaneous_condition,BABELNET
skink.n.01,skink,BABELNET
skinny.n.01,Skinny_Call_Control_Protocol,BING
skull.n.01,skull,BABELNET
skullcap.n.02,Scutellaria,BING
skunk.n.04,skunk,BABELNET
sky.n.01,sky,BABELNET
skydiver.n.01,SkyDiver,FERNANDO
skydiving.n.01,Parachuting,BING
skylark.n.01,Eurasian_skylark,BABELNET
skylight.n.01,skylight,BABELNET
skyscraper.n.01,skyscraper,BABELNET
slalom.n.01,Slalom_skiing,BING
slam_dunk.n.01,Slam_dunk,FERNANDO
slang.n.02,cant_(language),BABELNET
slant.n.01,Slant_(route),BING
slapstick.n.01,slapstick,BABELNET
slat.n.01,Abbie_an'_Slats,BING
slate.n.02,Slate,FERNANDO
slaughter.n.03,massacre,BABELNET
slave.n.02,Field_slaves_in_the_United_States,BING
sleep_apnea.n.01,sleep_apnea,BABELNET
sleep_deprivation.n.01,Sleep_deprivation,FERNANDO
sleeping_bag.n.01,sleeping_bag,BABELNET
sleeping_pill.n.01,Sleeping_pills,BING
sleepwalking.n.01,sleepwalking,BABELNET
sleet.n.01,Sleet,BING
sleeve.n.01,sleeve,BABELNET
slice.n.04,Slice_(soft_drink),BING
slickness.n.03,The_Slickness,BING
slide_fastener.n.01,zipper,BABELNET
slide_projector.n.01,slide_projector,BABELNET
slingshot.n.01,slingshot,BABELNET
slipstream.n.01,slipstream,BABELNET
sloop_of_war.n.01,Sloop-of-war,BABELNET
slop.n.01,swill,BABELNET
slope.n.01,Slope,FERNANDO
sloth.n.02,sloth,BABELNET
sloth.n.03,laziness,BABELNET
slowness.n.02,Slow_movement_(culture),BING
slub.n.01,Novelty_yarns,BABELNET
sluice.n.01,sluice,BABELNET
slum.n.01,slum,BABELNET
slump.n.01,Concrete_degradation,BING
slush.n.01,slush,BABELNET
smack.n.06,Slapping_(strike),BABELNET
small.n.01,Lumbar,BABELNET
small_intestine.n.01,small_intestine,BABELNET
smallpox.n.01,smallpox,BABELNET
smart.n.01,SMart,FERNANDO
smart_card.n.01,smart_card,BABELNET
smasher.n.02,Smash_Williams,BING
smell.n.05,Odor,BING
smelt.n.01,Smelt_(fish),BING
smile.n.01,smile,BABELNET
smirk.n.01,smirk,BABELNET
smith.n.10,metalsmith,BABELNET
smog.n.01,smog,BABELNET
smoke.n.07,smoking,BABELNET
smoker.n.03,Smoking_in_the_United_States_military,BING
smooth.n.01,Smooth_function,BING
smoothie.n.01,smoothie,BABELNET
smudge.n.02,Smudge_stick,BING
smuggler.n.01,Smuggling,BABELNET
smuggling.n.01,Smuggling,FERNANDO
snack_bar.n.01,snack_bar,BABELNET
snack_food.n.01,Snack_food,FERNANDO
snail.n.01,snail,BABELNET
snake.n.01,snake,BABELNET
snakebird.n.01,darter,BABELNET
snapping_turtle.n.01,Common_snapping_turtle,BING
snare.n.05,SNARE_(protein),BING
snare_drum.n.01,snare_drum,BABELNET
sneer.n.01,sneer,BABELNET
sneeze.n.01,sneeze,BABELNET
sniff.n.01,Sniffing_(behavior),BING
sniper.n.01,sniper,BABELNET
snob.n.01,Snob,BING
snooker.n.01,snooker,BABELNET
snore.n.02,stertor,BABELNET
snorkel.n.02,Submarine_snorkel,BABELNET
snow_bunting.n.01,snow_bunting,BABELNET
snow_goose.n.01,snow_goose,BABELNET
snow_leopard.n.01,snow_leopard,BABELNET
snowball.n.01,Viburnum_opulus,BING
snowboard.n.01,snowboard,BABELNET
snowboarding.n.01,snowboarding,BABELNET
snowmobile.n.01,snowmobile,BABELNET
soak.n.01,soakage_(source_of_water),BABELNET
soap.n.03,SOAP_note,BING
soap_dish.n.01,soap_dish,BABELNET
soap_opera.n.01,soap_opera,BABELNET
soar.n.01,Soar_(cognitive_architecture),BING
sob.n.03,SOB,BING
soccer.n.01,association_football,BABELNET
soccer_ball.n.01,Soccer_ball,BING
soccer_player.n.01,Football_player,BING
sociable.n.01,Social,BING
social_station.n.01,social_status,BABELNET
socialism.n.02,Socialist_mode_of_production,BABELNET
socialist.n.01,Socialism,BING
socialite.n.01,socialite,BABELNET
socialization.n.02,socialization,BABELNET
socket.n.01,Orbit_(anatomy),BING
socket_wrench.n.01,socket_wrench,BABELNET
soda_can.n.01,beverage_can,BABELNET
soda_water.n.01,carbonated_water,BABELNET
sodium_carbonate.n.01,sodium_carbonate,BABELNET
sodium_chloride.n.01,sodium_chloride,BABELNET
sodium_fluoride.n.01,sodium_fluoride,BABELNET
sodium_hydroxide.n.01,sodium_hydroxide,BABELNET
sodium_hypochlorite.n.01,sodium_hypochlorite,BABELNET
sodium_iodide.n.01,sodium_iodide,BABELNET
sodium_nitrate.n.01,Sodium_nitrate,FERNANDO
sodium_phosphate.n.01,sodium_phosphates,BABELNET
sodium_sulphate.n.01,sodium_sulfate,BABELNET
sodium_thiopental.n.01,phenobarbital,BABELNET
sofa.n.01,couch,BABELNET
soft-shell_clam.n.02,soft-shell_clam,BABELNET
soft_drink.n.01,soft_drink,BABELNET
softball.n.01,Softball,FERNANDO
software.n.01,software_system,BABELNET
sojourn.n.01,Sojourn,BING
sol.n.01,sol_(colloid),BABELNET
solar_array.n.01,solar_panel,BABELNET
solar_cell.n.01,solar_cell,BABELNET
solar_eclipse.n.01,solar_eclipse,BABELNET
solar_energy.n.01,solar_energy,BABELNET
solar_system.n.01,Solar_System,FERNANDO
solder.n.01,solder,BABELNET
soldering_iron.n.01,soldering_iron,BABELNET
soldier.n.01,soldier,BABELNET
sole.n.02,Soul_food,BING
solicitation.n.02,Solicitation,BING
solicitor.n.01,Solicitor,BING
solid.n.02,solid,BABELNET
solidarity.n.01,Solidarity,BING
solidus.n.02,slash_(punctuation),BABELNET
soliloquy.n.01,Soliloquy,FERNANDO
solitaire.n.02,Rodrigues_solitaire,BABELNET
solitude.n.01,Solitude,BING
solo.n.01,Solo:_A_Star_Wars_Story,BING
soloist.n.01,The_Soloist,BING
solution.n.02,Solution_selling,BING
solvability.n.01,Solubility,BING
solvate.n.01,Solvation,BING
somali_peninsula.n.01,Horn_of_Africa,BABELNET
soman.n.01,soman,BABELNET
somersault.n.01,somersault,BABELNET
son.n.01,Son,FERNANDO
sonar.n.01,sonar,BABELNET
songbird.n.01,songbird,BABELNET
songstress.n.01,Charlotte_Church,BING
songwriter.n.01,songwriter,BABELNET
sonnet.n.01,sonnet,BABELNET
sonography.n.01,ultrasound,BABELNET
sophisticate.n.01,Neurosurgery,BING
sophistication.n.04,sophistication,BABELNET
soporific.n.01,hypnotic,BABELNET
soprano.n.03,treble_(sound),BABELNET
sorcerer.n.01,magician_(fantasy),BABELNET
sorcery.n.01,necromancy,BABELNET
sore_throat.n.01,sore_throat,BABELNET
sorrel_tree.n.01,Oxydendrum,BABELNET
sorrow.n.02,regret,BABELNET
sorter.n.01,Keirsey_Temperament_Sorter,BING
sound_recording.n.01,Sound_recording_and_reproduction,BABELNET
sound_wave.n.01,sound,BABELNET
sounding.n.01,Sounding,BING
sounding_board.n.02,sound_board_(music),BABELNET
soup-strainer.n.01,Mr._Fur_Face,BING
soup.n.01,soup,BABELNET
sour.n.02,Sour_(cocktail),BING
sour_cherry.n.01,Prunus_cerasus,BABELNET
sour_cream.n.01,sour_cream,BABELNET
sour_gourd.n.02,monkey_bread,BABELNET
