wordnet,wikipedia,source
hair's-breadth.n.01,Hair's_breadth,BING
hair_cell.n.01,hair_cell,BABELNET
hair_follicle.n.01,hair_follicle,BABELNET
hair_spray.n.01,hair_spray,BABELNET
hairbrush.n.01,hairbrush,BABELNET
haircloth.n.01,haircloth,BABELNET
haircut.n.01,Hairstyle,BING
hairdresser.n.01,hairdresser,BABELNET
hairpin.n.01,Hairpin,BABELNET
hajj.n.01,hajj,BABELNET
half_sister.n.01,Sibling,BING
halibut.n.02,halibut,BABELNET
halite.n.01,halite,BABELNET
hallway.n.01,hall,BABELNET
ham.n.01,gammon_(meat),BABELNET
hamadryad.n.02,king_cobra,BABELNET
hamburger.n.01,hamburger,BABELNET
hamlet.n.01,hamlet_(place),BABELNET
hammer.n.08,Hammer_Film_Productions,BING
hammerhead.n.03,hammerhead_shark,BABELNET
hamster.n.01,hamster,BABELNET
hamstring.n.01,hamstring,BABELNET
hand.n.01,manus_(anatomy),BABELNET
hand_blower.n.01,hair_dryer,BABELNET
hand_brake.n.01,emergency_brake_(train),BABELNET
hand_glass.n.02,magnifying_glass,BABELNET
hand_grenade.n.01,Grenade,BABELNET
hand_luggage.n.01,hand_luggage,BABELNET
handball.n.01,Handball,BING
handcart.n.01,cart,BABELNET
handcuff.n.01,handcuffs,BABELNET
handicraft.n.01,handicraft,BABELNET
handkerchief.n.01,handkerchief,BABELNET
handle.n.01,Handle,BABELNET
handlebar.n.01,Handlebar,FERNANDO
handling.n.02,Aircraft_ground_handling,BING
handmaid.n.01,Handmaiden,FERNANDO
handout.n.01,press_release,BABELNET
handsaw.n.01,hand_saw,BABELNET
handset.n.01,handset,BABELNET
handshake.n.01,handshake,BABELNET
handstamp.n.01,rubber_stamp,BABELNET
handwheel.n.01,Hand_wheel,BING
handwriting.n.01,handwriting,BABELNET
handyman.n.01,handyman,BABELNET
hang-up.n.02,Hang_(computing),BING
hang_glider.n.01,Hang_glider,FERNANDO
hang_gliding.n.01,hang_gliding,BABELNET
hanger.n.01,Hangar,BING
hangman's_rope.n.01,Hangman's_knot,BING
hangover.n.01,hangover,BABELNET
happiness.n.01,Happiness,BING
harasser.n.02,Harassment,BING
harbinger.n.01,Harbinger_(DC_Comics),BING
hard_palate.n.01,hard_palate,BABELNET
hard_sauce.n.01,hard_sauce,BABELNET
hardening.n.02,curing_(chemistry),BABELNET
hardtack.n.01,hardtack,BABELNET
hardware.n.03,computer_hardware,BABELNET
hardware_store.n.01,ironmongery,BABELNET
hardwood.n.01,hardwood,BABELNET
hare.n.01,hare,BABELNET
harem.n.01,seraglio,BABELNET
harmonica.n.01,mouth_organ,BABELNET
harmony.n.03,Harmony,FERNANDO
harness.n.01,Harness,BING
harpoon.n.01,harpoon,BABELNET
harpsichord.n.01,harpsichord,BABELNET
harpy.n.03,Harpy,BING
harrier.n.02,harrier_(dog),BABELNET
harrier.n.03,harrier_(bird),BABELNET
harrow.n.01,harrow_(tool),BABELNET
hart.n.03,hart_(deer),BABELNET
harvest.n.03,harvest_(wine),BABELNET
hashish.n.01,hashish,BABELNET
hassium.n.01,hassium,BABELNET
hassle.n.02,Hassle.com,BING
haste.n.01,Haste_(Osnabrück_district),BING
hat.n.01,hat,BABELNET
hatch.n.02,hatching,BABELNET
hate.n.01,hatred,BABELNET
haunch.n.01,Rump_(animal),BING
haven.n.01,New_York_State_Route_114,BING
hawk.n.01,hawk,BABELNET
hawk.n.02,War_Hawk,FERNANDO
hawthorn.n.01,Crataegus,BING
hay.n.01,hay,BABELNET
hayfield.n.01,meadow,BABELNET
haystack.n.01,Haystack_(food),BING
hazard.n.01,risk,BABELNET
hazel.n.01,Pomaderris_apetala,BABELNET
hazelnut.n.02,Hazelnut,BABELNET
head.n.01,head,BABELNET
head_louse.n.01,head_louse,BABELNET
head_of_state.n.01,head_of_state,BABELNET
headboard.n.01,headboard_(furniture),BABELNET
headdress.n.01,headgear,BABELNET
headhunter.n.02,Recruiter,BING
heading.n.01,Heading_(navigation),BING
headlight.n.01,headlamp,BABELNET
headline.n.01,headline,BABELNET
headquarters.n.01,Headquarters,BING
headset.n.01,headset_(audio),BABELNET
headshot.n.01,head_shot,BABELNET
headword.n.01,Headword,FERNANDO
healing.n.01,healing,BABELNET
health.n.01,health,BABELNET
health_food.n.01,health_food,BABELNET
health_insurance.n.01,health_insurance,BABELNET
health_maintenance_organization.n.01,health_maintenance_organization,BABELNET
healthcare.n.01,health_care,BABELNET
hearer.n.01,Event_(computing),BABELNET
hearing.n.06,hearing,BABELNET
hearing_aid.n.01,hearing_aid,BABELNET
heart.n.02,heart,BABELNET
heart_attack.n.01,Myocardial_infarction,BING
heart_disease.n.01,Heart_disease,FERNANDO
heart_failure.n.01,heart_failure,BABELNET
heart_murmur.n.01,heart_murmur,BABELNET
heart_valve.n.01,heart_valve,BABELNET
heat.n.04,Heat,BING
heat_content.n.01,enthalpy,BABELNET
heat_pump.n.01,heat_pump,BABELNET
heath.n.02,heath,BABELNET
heathen.n.01,infidel,BABELNET
heather.n.01,Calluna,BABELNET
heating_element.n.01,heating_element,BABELNET
heating_pad.n.01,heating_pad,BABELNET
heating_system.n.01,HVAC,BABELNET
heavy.n.01,Overweight,BING
heavy_metal.n.02,heavy_metal_music,BABELNET
heavy_water.n.01,heavy_water,BABELNET
hedge.n.01,hedge,BABELNET
hedge_sparrow.n.01,dunnock,BABELNET
hedgehog.n.02,hedgehog,BABELNET
heft.n.01,Homestead_Extension_of_Florida's_Turnpike,BING
heifer.n.01,Heifer_International,BING
helicon.n.01,helicon_(instrument),BABELNET
helicopter.n.01,chopper_(rap),BABELNET
heliosphere.n.01,heliosphere,BABELNET
helium.n.01,helium,BABELNET
hell.n.01,Hell,BING
hellebore.n.01,Hellebore,BING
hello.n.01,howdy,BABELNET
helm.n.01,Helm,BING
helmet.n.01,helmet,BABELNET
helping.n.01,The_Secret_(book),BING
helplessness.n.01,Learned_helplessness,BING
hem.n.02,Hem,BING
hematoma.n.01,hematoma,BABELNET
hemimorphite.n.01,calamine_(mineral),BABELNET
hemipterous_insect.n.01,Hemiptera,BING
hemisphere.n.03,cerebral_hemisphere,BABELNET
hemline.n.01,hemline,BABELNET
hemlock.n.02,Conium_maculatum,BABELNET
hemoglobin.n.01,hemoglobin,BABELNET
hemolysis.n.01,hemolysis_(microbiology),BABELNET
hemolytic_anemia.n.01,Hemolytic_anemia,BING
hemophilia.n.01,haemophilia,BABELNET
hemostat.n.01,hemostat,BABELNET
hemothorax.n.01,hemothorax,BABELNET
hen.n.01,Chicken,BING
henna.n.01,henna,BABELNET
henry.n.01,henry_(unit),BABELNET
hepatitis.n.01,hepatitis,BABELNET
hepatitis_b.n.01,hepatitis_B,BABELNET
heptagon.n.01,Heptagon,FERNANDO
herb.n.01,herbaceous_plant,BABELNET
herb_tea.n.01,herbal_tea,BABELNET
herbalist.n.01,Apothecary,BING
here.n.01,Philippines,BING
heredity.n.02,Heredity,FERNANDO
hermaphrodite.n.01,intersex,BABELNET
hermit.n.02,recluse,BABELNET
hermit_crab.n.01,hermit_crab,BABELNET
hernia.n.01,hernia,BABELNET
heroin.n.01,heroin,BABELNET
heroine.n.01,Heroine,BING
heron.n.02,heron,BABELNET
herpes.n.02,Herpesviridae,BING
herpes_zoster.n.01,shingles,BABELNET
herring.n.02,herring,BABELNET
herringbone.n.02,Herringbone_pattern,FERNANDO
hertz.n.01,hertz,BABELNET
hex.n.01,hex_(TV_series),BABELNET
hexagon.n.01,hexagon,BABELNET
hexagram.n.01,hexagram,BABELNET
hexane.n.01,hexane,BABELNET
hibiscus.n.01,hibiscus,BABELNET
hiccup.n.01,hiccup,BABELNET
hickory.n.02,hickory,BABELNET
hide.n.02,Hijab,BING
hideaway.n.02,"Hideaway,_Texas",BING
hideout.n.01,"The_Hideout,_Pennsylvania",BING
hierarchy.n.02,power_structure,BABELNET
high-mindedness.n.01,Peter_Wehner,BING
high_blood_pressure.n.01,hypertension,BABELNET
high_explosive.n.01,Explosive_weapon,BING
high_ground.n.01,High_ground,FERNANDO
highjacking.n.01,Aircraft_hijacking,BING
highland.n.01,highland,BABELNET
highlighter.n.01,Highlighter,FERNANDO
highway.n.01,highway,BABELNET
hike.n.01,hiking,BABELNET
hiker.n.01,tramper,BABELNET
hill.n.01,hill,BABELNET
hilltop.n.01,"Hilltop,_Tacoma,_Washington",BING
hilt.n.01,hilt,BABELNET
hind.n.01,Ceryneian_Hind,BING
hindrance.n.01,Hindrances,BING
hinge.n.01,hinge,BABELNET
hippie.n.01,hipster_(contemporary_subculture),BABELNET
hippocampus.n.01,hippocampus,BABELNET
hippopotamus.n.01,hippopotamus,BABELNET
hire.n.01,Epilepsy_and_employment,BING
histamine.n.01,histamine,BABELNET
histidine.n.01,histidine,BABELNET
historian.n.01,historian,BABELNET
history.n.02,Histories_(Herodotus),BABELNET
hit.n.03,Heparin-induced_thrombocytopenia,BING
hitch.n.07,limp,BABELNET
hitter.n.02,Hit_(baseball),BING
hoard.n.01,hoard,BABELNET
hoarder.n.01,Compulsive_hoarding,BING
hoatzin.n.01,hoatzin,BABELNET
hobbit.n.01,Hobbit,FERNANDO
hobbyist.n.01,Hobby,BING
hobnail.n.01,hobnail,BABELNET
hobo_camp.n.01,Hobo,BING
hockey_player.n.01,Captain_(ice_hockey),BING
hockey_stick.n.01,hockey_stick,BABELNET
hoe.n.01,hoe_(tool),BABELNET
hog.n.03,pig,BABELNET
hog_plum.n.01,Spondias_mombin,BABELNET
hoist.n.01,hoist_(mining),BABELNET
hollow.n.02,Valley,BING
holly.n.01,holly,BABELNET
holster.n.01,handgun_holster,BABELNET
home.n.01,Home,FERNANDO
home_appliance.n.01,home_appliance,BABELNET
home_plate.n.01,Home_plate,FERNANDO
homeless.n.01,Homeless,BING
homeowner.n.01,Homeowner_association,BING
homer.n.01,home_run,BABELNET
homestead.n.01,Homestead,BING
homework.n.01,preppy,BABELNET
homicide.n.01,homicide,BABELNET
homo.n.02,human,BABELNET
homo_sapiens.n.01,Anatomically_modern_human,BABELNET
homophobe.n.01,Homophobia,BING
homophobia.n.01,homophobia,BABELNET
homosexual.n.01,homophile,BABELNET
honesty.n.02,Lunaria_annua,BABELNET
honey_buzzard.n.01,Honey_Buzzard,FERNANDO
honeybee.n.01,Western_honey_bee,BABELNET
honeycomb.n.01,honeycomb,BABELNET
honeydew.n.01,honeydew_(melon),BABELNET
honeymoon.n.01,honeymoon,BABELNET
honeysuckle.n.02,Banksia_integrifolia,BABELNET
honk.n.01,Hong_Kong,BING
honker.n.03,Canada_goose,BABELNET
hood.n.01,Exhaust_hood,BING
hoof.n.01,hoof,BABELNET
hookworm.n.02,Hookworm_infection,BABELNET
hoopskirt.n.01,hoop_skirt,BABELNET
hop.n.02,hops,BABELNET
horde.n.01,Horde_(software),BING
horizon.n.01,skyline,BABELNET
horizontal.n.01,Horizontal_and_vertical,BING
horizontal_stabilizer.n.01,tailplane,BABELNET
hormone.n.01,hormone,BABELNET
horned_lizard.n.01,horned_lizard,BABELNET
hornet.n.01,hornet,BABELNET
hornpipe.n.03,pibgorn_(instrument),BABELNET
hornwort.n.01,Hornwort,FERNANDO
horse.n.01,horse,BABELNET
horse_race.n.01,Horse_racing,BING
horseman.n.01,Equestrian_statue,BABELNET
horseplay.n.01,Horseplay,BING
horseradish.n.02,horseradish,BABELNET
horseshoe.n.02,horseshoe,BABELNET
horseshoe_crab.n.01,horseshoe_crab,BABELNET
hosiery.n.01,hose_(clothing),BABELNET
hospital.n.01,hospital,BABELNET
hospital_room.n.01,Emergency_department,BING
hospitalization.n.04,Partial_hospitalization,BING
hostel.n.01,inn,BABELNET
hostile.n.01,Hostile_dependency,BING
hostility.n.02,Hostility,BING
hot_rod.n.01,hot_rod,BABELNET
hot_sauce.n.01,hot_sauce,BABELNET
hot_spot.n.01,Hotspot_(geology),BING
hot_spring.n.01,hot_spring,BABELNET
hot_toddy.n.01,hot_toddy,BABELNET
hot_tub.n.01,hot_tub,BABELNET
hot_water.n.01,Hot_Water,FERNANDO
hot_weather.n.01,Weather,BING
hotel.n.01,hotel,BABELNET
hotel_room.n.01,Hotel_Room,FERNANDO
hour.n.01,hour,BABELNET
hourglass.n.01,hourglass,BABELNET
house.n.01,house,BABELNET
house_husband.n.01,stay-at-home_dad,BABELNET
house_mouse.n.01,House_Mouse,FERNANDO
house_of_cards.n.01,House_of_Cards,FERNANDO
houseboat.n.01,houseboat,BABELNET
housebreaking.n.01,Housebreaking,FERNANDO
housefly.n.01,housefly,BABELNET
housekeeper.n.01,housekeeper_(domestic_worker),BABELNET
housewife.n.01,housewife,BABELNET
housework.n.01,Homemaking,BING
housing.n.01,lodging,BABELNET
hovel.n.01,hutch_(furniture),BABELNET
hovercraft.n.01,hovercraft,BABELNET
howl.n.01,ululation,BABELNET
howler_monkey.n.01,howler_monkey,BABELNET
hub.n.01,Hub,FERNANDO
hubbard_squash.n.01,Cucurbita_maxima,BABELNET
hubcap.n.01,hubcap,BABELNET
huckleberry.n.01,Huckleberry,FERNANDO
huddle.n.01,Huddle,BING
hug.n.01,hug,BABELNET
huitre.n.01,Oyster,BING
hull.n.01,Husk,BING
human_body.n.01,human_body,BABELNET
human_head.n.01,human_head,BABELNET
human_immunodeficiency_virus.n.01,HIV,BABELNET
human_waste.n.01,human_waste,BABELNET
humanistic_discipline.n.01,Liberal_arts_education,BABELNET
humanness.n.01,Humanness,BING
humerus.n.01,humerus,BABELNET
humidity.n.01,humidity,BABELNET
humility.n.01,humility,BABELNET
hummingbird.n.01,hummingbird,BABELNET
hummus.n.01,hummus,BABELNET
humpback.n.03,humpback_whale,BABELNET
hundred.n.01,100_(number),BABELNET
hundred_dollar_bill.n.01,United_States_one_hundred-dollar_bill,BABELNET
hundredweight.n.02,hundredweight,BABELNET
hunger.n.02,Hunger_(motivational_state),BING
hunter.n.01,Hunter_Biden,BING
huntington's_chorea.n.01,Huntington's_disease,BABELNET
hurricane.n.01,Tropical_cyclone,BABELNET
husband.n.01,husband,BABELNET
hush.n.01,Hush_(comics),BING
hustler.n.02,Hustling,BABELNET
hybridization.n.01,plant_breeding,BABELNET
hydra.n.03,HYDRA,FERNANDO
hydrangea.n.01,hydrangea,BABELNET
hydrate.n.01,hydrate,BABELNET
hydrazine.n.01,hydrazine,BABELNET
hydrocarbon.n.01,hydrocarbon,BABELNET
hydrocyanic_acid.n.01,Prussic_Acid,FERNANDO
hydrogen.n.01,hydrogen,BABELNET
hydrogen_atom.n.01,hydrogen_atom,BABELNET
hydrogen_bomb.n.01,thermonuclear_weapon,BABELNET
hydrogen_bond.n.01,hydrogen_bond,BABELNET
hydrogen_bromide.n.01,hydrogen_bromide,BABELNET
hydrogen_chloride.n.01,hydrogen_chloride,BABELNET
hydrogen_fluoride.n.01,hydrogen_fluoride,BABELNET
hydrogen_iodide.n.01,hydrogen_iodide,BABELNET
hydrogen_peroxide.n.01,hydrogen_peroxide,BABELNET
hydrogen_sulfide.n.01,hydrogen_sulfide,BABELNET
hydrolysis.n.01,hydrolysis,BABELNET
hyena.n.01,hyena,BABELNET
hymn.n.01,hymn,BABELNET
hyperbole.n.01,Hyperbole,FERNANDO
hyperkalemia.n.01,hyperkalemia,BABELNET
hypertext_markup_language.n.01,HTML,BABELNET
hypnosis.n.01,hypnosis,BABELNET
hypnotherapy.n.01,hypnotherapy,BABELNET
hypnotist.n.01,Hypnosis,BING
hypochlorite.n.01,hypochlorite,BABELNET
hypochlorous_acid.n.01,hypochlorous_acid,BABELNET
hypochondria.n.01,hypochondriasis,BABELNET
hypochondriac.n.01,Hypochondriasis,BING
hypocrisy.n.01,Hypocrisy,BING
hypocrite.n.01,hypocrisy,BABELNET
hypodermic_needle.n.01,hypodermic_needle,BABELNET
hypoglycemia.n.01,hypoglycemia,BABELNET
hypophosphorous_acid.n.01,Phosphorous_acid,FERNANDO
hypostasis.n.01,epistasis,BABELNET
hypothalamus.n.01,hypothalamus,BABELNET
hypothesis.n.02,theory,BABELNET
hypothyroidism.n.01,hypothyroidism,BABELNET
hysterectomy.n.01,hysterectomy,BABELNET
ibis.n.01,ibis,BABELNET
ibizan_hound.n.01,Ibizan_Hound,FERNANDO
ibuprofen.n.01,ibuprofen,BABELNET
ice-cream_soda.n.01,Ice_cream_float,BING
ice-cream_sundae.n.01,sundae,BABELNET
ice_bear.n.01,polar_bear,BABELNET
ice_cream.n.01,ice_cream,BABELNET
ice_cube.n.01,ice_cube,BABELNET
ice_hockey.n.01,ice_hockey,BABELNET
ice_lolly.n.01,ice_pop,BABELNET
ice_machine.n.01,icemaker,BABELNET
ice_maker.n.01,icemaker,BABELNET
ice_milk.n.01,ice_milk,BABELNET
ice_skate.n.01,ice_skate,BABELNET
ice_skating.n.01,ice_skating,BABELNET
icicle.n.01,icicle,BABELNET
icosahedron.n.01,icosahedron,BABELNET
id.n.03,Common_Vulnerabilities_and_Exposures,BING
ideal.n.02,Ideal_(ethics),BING
idealist.n.01,Idealist_temperament,BING
identity.n.01,personal_identity,BABELNET
idiom.n.04,set_phrase,BABELNET
idiot.n.01,moron_(psychology),BABELNET
idle.n.01,idle,BABELNET
idler.n.01,Idler-wheel,BING
idolatry.n.01,veneration,BABELNET
ignition.n.03,Ignition_system,BING
ignorance.n.01,ignorance,BABELNET
ileocecal_valve.n.01,ileocecal_valve,BABELNET
ileum.n.01,ileum,BABELNET
ilium.n.02,ilium_(bone),BABELNET
ill_humor.n.01,Sick_comedy,BING
illiteracy.n.02,Illiteracy,BING
illness.n.01,Health_effect,BING
illusion.n.02,Illusion,BING
illustrator.n.01,illustrator,BABELNET
imagination.n.02,imagination,BABELNET
imago.n.01,Imago,FERNANDO
imam.n.01,imam,BABELNET
immigrant.n.01,Immigration_to_the_United_States,BING
immortality.n.01,Immortality,FERNANDO
immune_system.n.01,immune_system,BABELNET
immunoglobulin.n.01,Antibody,BING
imp.n.02,Imp,BING
impala.n.01,impala,BABELNET
impalement.n.01,impalement,BABELNET
imperativeness.n.01,Cross-cultural_communication,BING
imperialism.n.01,imperialism,BABELNET
implant.n.01,implant_(medicine),BABELNET
implement.n.01,Implement,BING
impossibility.n.01,Impossibility,FERNANDO
impossible.n.01,IMpossible,FERNANDO
imposter.n.01,impostor_(short_story),BABELNET
impress.n.01,impressment,BABELNET
impression.n.01,Impression_(online_media),BING
improvement.n.01,Improvement,BING
impurity.n.01,impurity,BABELNET
inaction.n.01,Wu_wei,BING
incendiary_bomb.n.01,Incendiary_device,BABELNET
incense.n.01,incense,BABELNET
incentive.n.01,incentive,BABELNET
incest.n.01,incest,BABELNET
inch.n.01,inch,BABELNET
incident.n.01,Incident_management,BING
incision.n.01,Surgical_incision,BING
inclination.n.01,disposition,BABELNET
income.n.01,Income,FERNANDO
income_tax.n.01,income_tax,BABELNET
incompetence.n.01,Incompetence,BING
incrimination.n.01,blame,BABELNET
incubator.n.01,incubator_(culture),BABELNET
incus.n.01,incus,BABELNET
indecent_exposure.n.01,public_nudity,BABELNET
indecision.n.01,Indecision_(band),BING
indentation.n.03,Indentation_(typesetting),BING
independence.n.01,Independence,FERNANDO
index.n.02,indicator_(statistics),BABELNET
indexing.n.01,indexing_(motion),BABELNET
indian_elephant.n.01,Indian_elephant,BABELNET
indian_rhinoceros.n.01,Indian_Rhinoceros,FERNANDO
indigence.n.01,pauperism,BABELNET
indinavir.n.01,indinavir,BABELNET
indomethacin.n.01,indometacin,BABELNET
indri.n.01,indri,BABELNET
inductor.n.01,inductor,BABELNET
infallibility.n.01,infallibility,BABELNET
infantilism.n.01,infantilism_(physiological_disorder),BABELNET
infection.n.04,transmission_(medicine),BABELNET
inference.n.01,inference,BABELNET
infidelity.n.01,infidelity,BABELNET
infinitesimal.n.01,Infinitesimal,FERNANDO
influence.n.01,Influence,BING
influenza.n.01,influenza,BABELNET
infomercial.n.01,infomercial,BABELNET
information.n.05,entropy_(anonymous_data_store),BABELNET
information_technology.n.01,information_technology,BABELNET
informing.n.01,Protocol_data_unit,BING
infrared.n.02,infrared,BABELNET
infrastructure.n.01,Infastructure,BING
infusion.n.01,extract,BABELNET
inhalant.n.02,inhalant,BABELNET
inhalation.n.01,inhalation,BABELNET
inheritance.n.01,Inheritance,BING
iniquity.n.01,Iniquity,BING
initial.n.01,Initial,FERNANDO
initiation.n.02,Initiation,BING
injunction.n.02,injunction,BABELNET
injury.n.01,harm,BABELNET
injustice.n.01,Injustice,BING
ink.n.01,ink,BABELNET
ink_cartridge.n.01,ink_cartridge,BABELNET
inlet.n.01,inlet,BABELNET
inner_ear.n.01,inner_ear,BABELNET
inner_tube.n.01,Inner_tube,BING
inning.n.01,Innings,BABELNET
innocent.n.01,Innocence,BING
inoculation.n.01,vaccination,BABELNET
inquiry.n.01,inquiry,BABELNET
insanity.n.01,insanity,BABELNET
insect.n.01,insect,BABELNET
insemination.n.01,Insemination,FERNANDO
insert.n.02,Artifacts_(group),BING
inside.n.01,Lloyd's_building,BING
insight.n.03,insight,BABELNET
insomnia.n.01,insomnia,BABELNET
insomniac.n.01,Insomniac_Events,BING
inspector.n.01,inspector,BABELNET
instant_coffee.n.01,Instant_coffee,FERNANDO
instep.n.01,Instep,BING
institute.n.01,institute,BABELNET
instruction.n.04,statement_(computer_science),BABELNET
instrument.n.03,Instrument_flight_rules,BING
instrumentality.n.03,Instrumentation,FERNANDO
insulation.n.01,Insulator_(electricity),BING
insulin.n.01,insulin,BABELNET
insurance_broker.n.01,insurance_broker,BABELNET
insurgency.n.01,insurgency,BABELNET
insurgent.n.01,Resistance_movement,BABELNET
integer.n.01,natural_number,BABELNET
integrated_circuit.n.01,integrated_circuit,BABELNET
integrity.n.01,Unity,FERNANDO
intensive_care_unit.n.01,intensive_care_unit,BABELNET
interchange.n.02,Interchange_(road),BING
interdict.n.02,interdiction,BABELNET
interest_rate.n.01,interest_rate,BABELNET
interface.n.02,user_interface,BABELNET
interim.n.01,lag,BABELNET
interior_designer.n.01,Interior_design,BING
interior_door.n.01,Door,BING
intern.n.01,Intern,FERNANDO
internet.n.01,Internet,BABELNET
interpretation.n.04,Meaning,BING
interpreter.n.01,Language_interpretation,BABELNET
interrupt.n.01,interrupt,BABELNET
intersection.n.02,intersection_(road),BABELNET
interstate.n.01,Interstate_Highway_System,BABELNET
intervention.n.01,Intervention_(counseling),BING
intervertebral_disc.n.01,intervertebral_disc,BABELNET
interviewee.n.01,Job_interview,BING
intestine.n.01,Gastrointestinal_tract,BABELNET
intolerance.n.01,Intolerance_(film),BING
intrigue.n.01,Oldsmobile_Intrigue,BING
introduction.n.01,Introduction_(writing),BING
intuition.n.02,Intuition_and_decision-making,BING
invalid.n.01,Invalid,BING
invasion.n.02,Invasion,BING
invention.n.01,invention,BABELNET
inventor.n.01,Corona_(satellite),BABELNET
inventory.n.05,stock-taking,BABELNET
inversion.n.09,Anatomical_terms_of_motion,BABELNET
invertebrate.n.01,invertebrate,BABELNET
investigation.n.02,Investigation,BING
investing.n.01,investment,BABELNET
investment_company.n.01,investment_trust,BABELNET
investor.n.01,investor,BABELNET
invitation.n.01,Wedding_invitation,BING
invite.n.01,Wedding_invitation,BING
iodic_acid.n.01,Iodic_acid,FERNANDO
iodide.n.01,Iodide,FERNANDO
iodine.n.01,iodine,BABELNET
iodoform.n.01,Iodoform,BING
ion.n.01,ion,BABELNET
ionizing_radiation.n.01,Ionizing_radiation,FERNANDO
irascibility.n.01,Gentleness,BING
iridium.n.01,iridium,BABELNET
iris.n.01,iris_(plant),BABELNET
irish_pound.n.01,Irish_pound,BABELNET
irish_setter.n.01,Irish_Setter,BABELNET
irish_wolfhound.n.01,Irish_Wolfhound,FERNANDO
iron.n.01,iron,BABELNET
ironing.n.01,ironing,BABELNET
ironing_board.n.01,Ironing,BING
irritable_bowel_syndrome.n.01,irritable_bowel_syndrome,BABELNET
irritation.n.01,Irritation,BING
ischium.n.01,ischium,BABELNET
island.n.01,island,BABELNET
isle.n.01,islet,BABELNET
isolation.n.03,Isolation_(psychology),BING
isoleucine.n.01,isoleucine,BABELNET
isometry.n.01,Isometry,FERNANDO
isomorphism.n.01,isomorphism,BABELNET
isopropyl_alcohol.n.01,isopropyl_alcohol,BABELNET
issue.n.11,Issue_(legal),BING
isthmus.n.02,Isthmus_of_the_thyroid,BING
italian_dressing.n.01,Italian_dressing,BABELNET
itch.n.03,itch,BABELNET
ivory.n.01,ivory,BABELNET
ivy.n.01,Hedera_helix,BABELNET
jab.n.01,Jab,BING
jack.n.01,Jack_(given_name),BING
jackal.n.01,jackal,BABELNET
jackfruit.n.01,jackfruit,BABELNET
jackrabbit.n.01,Black-tailed_jackrabbit,BING
jacob's_ladder.n.01,Polemonium_caeruleum,BABELNET
jag.n.03,Jaguar_D-Type,BING
jaguar.n.01,jaguar,BABELNET
jail.n.01,"Federal_Correctional_Institution,_Englewood",BING
janitor.n.01,janitor,BABELNET
japan.n.03,Japan,FERNANDO
japanese_beetle.n.01,Japanese_beetle,BABELNET
jasmine.n.01,jasmine,BABELNET
javelin.n.01,Javelin,FERNANDO
jaw.n.01,jaw,BABELNET
jealousy.n.01,jealousy,BABELNET
jean.n.01,Denim,FERNANDO
jeep.n.01,Jeep,BING
jello.n.01,Jell-O,BABELNET
jellyfish.n.02,jellyfish,BABELNET
jennet.n.01,Genet_(animal),BING
jerk.n.02,Jerk_(cooking),BING
jersey.n.03,T-shirt,BABELNET
jerusalem_artichoke.n.02,Jerusalem_artichoke,FERNANDO
jet.n.02,Jet_(lignite),BING
jet_bridge.n.01,jet_bridge,BABELNET
jewel.n.01,Jewel_(singer),BING
jewelry.n.01,jewellery,BABELNET
jewelry_maker.n.01,Bench_jeweler,BING
jig.n.01,jig,BABELNET
jigsaw_puzzle.n.01,jigsaw_puzzle,BABELNET
jihad.n.01,Jihad,BING
jimmy.n.01,Jimmy_Kimmel,BING
job_application.n.01,application_for_employment,BABELNET
job_interview.n.01,job_interview,BABELNET
jobber.n.01,Job_(professional_wrestling),BING
jockey.n.01,jockey,BABELNET
jodhpur.n.01,jodhpur_boot,BABELNET
jog.n.02,Jog_dial,BING
jogger.n.01,Jogging,BING
jogging.n.01,jogging,BABELNET
joint.n.06,joint_(cannabis),BABELNET
joke.n.01,joke,BABELNET
joker.n.01,Joker_(comics),BING
jolt.n.01,Jolt_(comics),BING
joshua_tree.n.01,Yucca_brevifolia,BABELNET
joule.n.01,watt_second,BABELNET
joy.n.01,Joy,BING
judge.n.01,judge,BABELNET
judgment.n.04,judgement,BABELNET
judiciary.n.02,judiciary,BABELNET
judiciousness.n.02,Michelle_Malkin,BING
judo.n.01,judo,BABELNET
jug.n.02,Jug,BING
juggernaut.n.01,Juggernaut_(comics),BING
juggle.n.01,Juggling,FERNANDO
juice.n.04,Juice,BING
juju.n.02,Juju_(software),BING
jujube.n.01,jujube,BABELNET
jukebox.n.01,jukebox,BABELNET
jump.n.06,jumping,BABELNET
jump_rope.n.01,skipping_rope,BABELNET
jumper.n.07,jumper_(dress),BABELNET
jumper_cable.n.01,lead_(electronics),BABELNET
jumping_bean.n.01,Mexican_jumping_bean,BABELNET
jumping_up_and_down.n.01,Jumping,BING
jungle.n.01,Jungle,FERNANDO
junior.n.01,Junior_dos_Santos,BING
junior_college.n.01,junior_college,BABELNET
junk_food.n.01,junk_food,BABELNET
junk_mail.n.01,Junk_mail,BING
junkyard.n.01,Junk_(ship),BING
juror.n.01,Jury_duty,BING
jury.n.02,Jury,BING
justification.n.01,Justification_(theology),BING
juvenile.n.01,juvenile_(organism),BABELNET
kaiser_roll.n.01,Kaiser_roll,BABELNET
kaleidoscope.n.01,Kaleidoscope,FERNANDO
kangaroo.n.01,kangaroo,BABELNET
kangaroo_rat.n.01,Phillips's_kangaroo_rat,BABELNET
karaoke.n.01,karaoke,BABELNET
